decimal_date;T1;T2;T3;T4;T5
1990.204;205.7947558302143;214.37470240281343;204.33468969356517;194.22566034718383;204.72141932758157
1990.288;206.95891317990757;215.28255240531516;205.5059991145777;195.87734774791764;205.9533078664656
1990.371;207.8535361765307;215.94609522686977;206.43784689805744;197.2416050520796;206.8616787391284
1990.455;208.45097915417503;216.36589101076123;207.19424600486792;198.33542373117655;207.46855210014843
1990.538;208.85642100742027;216.51679538083803;207.68532719923948;199.1697120855672;207.80990537692392
1990.623;209.03796366948583;216.3816470793422;207.89798674613337;199.7594438327428;207.84350917059336
1990.707;208.95750629996056;215.97351323843677;207.8311943264052;200.15996809949456;207.65777430023863
1990.79;208.6115189513173;215.3225851099512;207.51748264781847;200.33578518753197;207.271433010054
1990.874;208.00716774019452;214.4130751705055;206.9673639918905;200.25081788675777;206.60900353307792
1990.958;207.1490328032694;213.23809344237137;206.1681992769584;199.90308824838033;205.67367591273572
1991.042;206.04682098617303;211.8619549993588;205.2573373445624;199.30165800675763;204.49973542163144
1991.123;204.78484042819508;210.36508073903036;204.1377330057961;198.44040486325;203.0941322739302
1991.204;203.40525806613465;208.66877319202737;202.7810161495065;197.43383776464648;201.46925607033776
1991.288;201.8365149454556;206.77937799500336;201.18878685021568;196.26651408988664;199.66301412175127
1991.371;200.0477808989803;204.68311265396952;199.3760336005722;194.86749571753705;197.72457365029217
1991.455;198.04525306800065;202.37713380157783;197.37703267536529;193.24406283015884;195.55948574812152
1991.538;195.8331732634461;199.86916788445677;195.2173880940973;191.4636031680868;193.17727943796416
1991.623;193.41493786549503;197.1737207077565;192.96929405236617;189.47792978003105;190.6923621218014
1991.707;190.8452293033061;194.37705416894747;190.5854955900013;187.32937558968197;188.16006761593636
1991.79;188.3094384276844;191.476057592608;187.99640605809205;185.06131231061937;185.55038027848724
1991.874;185.60187248759385;188.4613374535608;185.23731752247735;182.658573489989;182.99070857104476
1991.958;182.7079899018466;185.30779894120852;182.36122897095893;180.0611513723086;180.26223357793097
1992.042;179.6351619649137;181.9875261011716;179.3098580081064;177.3002894973504;177.38070203680113
1992.124;176.40502869620332;178.53693299864216;176.20516628344154;174.39960002194312;174.34093704188592
1992.206;173.08120639252942;174.98522381791412;173.0675039180422;171.38043842641193;171.12760847868952
